name,org,url,id,Label,citations,h_index,study_field
ivan toni,Radboud University,https://scholar.google.com/citations?hl=it&user=YNMaEfoAAAAJ,1620,ivan toni - Radboud University - ['Cognitive Neuroscience'],22601,82,['Cognitive Neuroscience']
florent rotenberg,Affiliazione sconosciuta,https://scholar.google.com/citations?hl=it&user=PZovR9YAAAAJ,1621,florent rotenberg - Affiliazione sconosciuta - [],207,1,[]
mauro ursino,"Department of Electrical, Electronic, and Information Engineering  Area di Campus Cesena  Via Dell",https://scholar.google.com/citations?hl=it&user=7T_ZsBEAAAAJ,1622,"mauro ursino - Department of Electrical, Electronic, and Information Engineering  Area di Campus Cesena  Via Dell - ['Physiological modeling', 'Computational neuroscience', 'Neural computation', 'Theoretical neuroscience']",9564,54,"['Physiological modeling', 'Computational neuroscience', 'Neural computation', 'Theoretical neuroscience']"
sara giovagnoli,Università di Bologna,https://scholar.google.com/citations?hl=it&user=J8M0GVkAAAAJ,1626,sara giovagnoli - Università di Bologna - [],1062,13,[]
marco rosetti,Dirigente Biologo AUSL della Romagna,https://scholar.google.com/citations?hl=it&user=pACvKskAAAAJ,1627,"marco rosetti - Dirigente Biologo AUSL della Romagna - ['ematologia', 'coagulazione', 'citofluorimetria', 'quality assessment']",808,16,"['ematologia', 'coagulazione', 'citofluorimetria', 'quality assessment']"
igor radusinovic,"Full Professor of Electrical Engineering, University of Montenegro",https://scholar.google.com/citations?hl=it&user=2pGNldIAAAAJ,1628,"igor radusinovic - Full Professor of Electrical Engineering, University of Montenegro - ['Software Defined Networking', '5G', 'Network function Virtualization', 'Machine Learning', 'Deep Learning']",1293,17,"['Software Defined Networking', '5G', 'Network function Virtualization', 'Machine Learning', 'Deep Learning']"
stefano bacin,Università degli Studi di Milano,https://scholar.google.com/citations?hl=it&user=BrKt4YgAAAAJ,1630,"stefano bacin - Università degli Studi di Milano - ['History of Philosophy', 'Moral Philosophy']",497,12,"['History of Philosophy', 'Moral Philosophy']"
farhad arbab,Leiden University,https://scholar.google.com/citations?hl=it&user=GTW3mJ4AAAAJ,1631,"farhad arbab - Leiden University - ['Software Engineering', 'Concurrency']",11600,42,"['Software Engineering', 'Concurrency']"
lora aroyo,Google Research,https://scholar.google.com/citations?hl=it&user=FXGgl5IAAAAJ,1632,"lora aroyo - Google Research - ['crowdsourcing', 'human computation', 'human computer interaction', 'personalization', 'recommender systems']",9528,43,"['crowdsourcing', 'human computation', 'human computer interaction', 'personalization', 'recommender systems']"
laura hollink,Centrum Wiskunde & Informatica,https://scholar.google.com/citations?hl=it&user=T6b4scsAAAAJ,1633,laura hollink - Centrum Wiskunde & Informatica - [],3511,25,[]
oliver schreer,Fraunhofer Heinrich Hertz Institute,https://scholar.google.com/citations?hl=it&user=b66wt7wAAAAJ,1634,oliver schreer - Fraunhofer Heinrich Hertz Institute - [],3213,25,[]
daniela memmo,Porfessore di Diritto Civile Università di Bologna,https://scholar.google.com/citations?hl=it&user=v26bLtkAAAAJ,1635,"daniela memmo - Porfessore di Diritto Civile Università di Bologna - ['obbligazioni e contratti', 'cittadinanza', 'pubblica amministrazione']",94,5,"['obbligazioni e contratti', 'cittadinanza', 'pubblica amministrazione']"
mirco tribastone,IMT Lucca,https://scholar.google.com/citations?hl=it&user=OKbh37IAAAAJ,1636,"mirco tribastone - IMT Lucca - ['Software Performance Engineering', 'Concurrency Theory', 'Computational Biology']",2574,30,"['Software Performance Engineering', 'Concurrency Theory', 'Computational Biology']"
paolo marinelli,Queensland University of Technology,https://scholar.google.com/citations?hl=it&user=FP_82PQAAAAJ,1637,"paolo marinelli - Queensland University of Technology - ['Federalism', 'Transport', 'Mobility Management', 'Transport Regulation']",46,4,"['Federalism', 'Transport', 'Mobility Management', 'Transport Regulation']"
piero amodio,"Associate Prof. of Internal Medicine, Università di Padova. Italy",https://scholar.google.com/citations?hl=it&user=j2f_HEUAAAAJ,1639,"piero amodio - Associate Prof. of Internal Medicine, Università di Padova. Italy - ['hepatology', 'neurosciences', 'nutrition']",12969,50,"['hepatology', 'neurosciences', 'nutrition']"
karl aberer,EPFL,https://scholar.google.com/citations?hl=it&user=ifU81ikAAAAJ,1640,"karl aberer - EPFL - ['Social Media', 'Data Management', 'Data Integration', 'Trust Management', 'Semantic Web']",23993,74,"['Social Media', 'Data Management', 'Data Integration', 'Trust Management', 'Semantic Web']"
thomas stützle,Université Libre de Bruxelles,https://scholar.google.com/citations?hl=it&user=OrODXkAAAAAJ,1642,"thomas stützle - Université Libre de Bruxelles - ['Stochastic Local Search', 'Metaheuristics', 'Swarm Intelligence', 'Computational Intelligence', 'Optimization']",60719,84,"['Stochastic Local Search', 'Metaheuristics', 'Swarm Intelligence', 'Computational Intelligence', 'Optimization']"
giuseppe santucci,"Università di Roma ""La Sapienza""",https://scholar.google.com/citations?hl=it&user=_dS6nXMAAAAJ,1645,"giuseppe santucci - Università di Roma ""La Sapienza"" - ['Visual Analytics']",4112,34,['Visual Analytics']
lucia bongiorni,"Researcher, ISMAR-CNR",https://scholar.google.com/citations?hl=it&user=8amhJ_8AAAAJ,1647,"lucia bongiorni - Researcher, ISMAR-CNR - ['microbial ecology', 'ecosystem functioning', 'conservation biology']",2494,25,"['microbial ecology', 'ecosystem functioning', 'conservation biology']"
christoph mayer,Zoologisches Forschungsmuseum Alexander Koenig,https://scholar.google.com/citations?hl=it&user=PNSjueAAAAAJ,1648,christoph mayer - Zoologisches Forschungsmuseum Alexander Koenig - ['Bioinformatik'],9022,37,['Bioinformatik']
sebastiano milardo,MIT,https://scholar.google.com/citations?hl=it&user=tM6jlMAAAAAJ,1649,"sebastiano milardo - MIT - ['Internet of Things', 'Software Defined Networking', 'Big Data', 'Ultrasonic Communication']",1212,14,"['Internet of Things', 'Software Defined Networking', 'Big Data', 'Ultrasonic Communication']"
ali abdul khaliq,Örebro university,https://scholar.google.com/citations?hl=it&user=BFChgdMAAAAJ,1650,ali abdul khaliq - Örebro university - ['Cognitive robotics - Stigmergic algorithms for robots'],321,9,['Cognitive robotics - Stigmergic algorithms for robots']
wolfgang dvořák,TU Wien,https://scholar.google.com/citations?hl=it&user=RWYNmiMAAAAJ,1651,"wolfgang dvořák - TU Wien - ['Combinatorial Algorithms', 'Complexity Theory', 'Argumentation', 'Knowledge Representation and Reasoning']",2286,25,"['Combinatorial Algorithms', 'Complexity Theory', 'Argumentation', 'Knowledge Representation and Reasoning']"
stefano mattoccia,University of Bologna,https://scholar.google.com/citations?hl=it&user=P954CG8AAAAJ,1652,stefano mattoccia - University of Bologna - ['Computer vision'],6922,43,['Computer vision']
marco carbone,Affiliazione sconosciuta,https://scholar.google.com/citations?hl=it&user=mfXeqG0AAAAJ,1653,marco carbone - Affiliazione sconosciuta - [],4934,36,[]
mitja lainscak,"Professor, Division of Cardiology, General Hospital Murska Sobota and Faculty of Medicine, University of Ljubljana",https://scholar.google.com/citations?hl=it&user=8MFdIdcAAAAJ,1654,"mitja lainscak - Professor, Division of Cardiology, General Hospital Murska Sobota and Faculty of Medicine, University of Ljubljana - ['Cardiology']",41123,78,['Cardiology']
fabio tosi,Università di Bologna,https://scholar.google.com/citations?hl=it&user=5-UOaQkAAAAJ,1655,"fabio tosi - Università di Bologna - ['Computer Vision', 'Stereo Vision', 'Artificial intelligence', 'Deep Learning', 'Machine Learning']",2348,22,"['Computer Vision', 'Stereo Vision', 'Artificial intelligence', 'Deep Learning', 'Machine Learning']"
flavia martelli,University of Bologna,https://scholar.google.com/citations?hl=it&user=oevKCYoAAAAJ,1656,"flavia martelli - University of Bologna - ['Wireless Body Area Networks', 'Wireless Sensor Networks', 'Opportunistic Routing']",1135,9,"['Wireless Body Area Networks', 'Wireless Sensor Networks', 'Opportunistic Routing']"
enrico cascone,INAF,https://scholar.google.com/citations?hl=it&user=qpc8tfMAAAAJ,1657,enrico cascone - INAF - ['Astronomia'],5063,34,['Astronomia']
davide micheli,Senior Researcher,https://scholar.google.com/citations?hl=it&user=S_00ubMAAAAJ,1658,"davide micheli - Senior Researcher - ['Astronautic', 'Electromagnetics', 'Materials properties', 'Telecommunication']",3737,31,"['Astronautic', 'Electromagnetics', 'Materials properties', 'Telecommunication']"
paulan korenhof,Wageningen University & Research,https://scholar.google.com/citations?hl=it&user=Y1Zb_uoAAAAJ,1660,"paulan korenhof - Wageningen University & Research - ['Philosophy of technology', 'critical data studies', 'Artificial Intelligence', 'digital ecology']",151,6,"['Philosophy of technology', 'critical data studies', 'Artificial Intelligence', 'digital ecology']"
raul bettencourt,University of the Azores,https://scholar.google.com/citations?hl=it&user=5g9LHWwAAAAJ,1661,"raul bettencourt - University of the Azores - ['Innate Immunity', 'marine genomics', 'transcriptomics', 'gene expression', 'host-symbiont interactions']",1761,23,"['Innate Immunity', 'marine genomics', 'transcriptomics', 'gene expression', 'host-symbiont interactions']"
francesco antici,Phd student,https://scholar.google.com/citations?hl=it&user=_RndIPoAAAAJ,1662,francesco antici - Phd student - ['Artificial Intelligence'],29,3,['Artificial Intelligence']
alfredo garro,University of Calabria,https://scholar.google.com/citations?hl=it&user=_HPTZwsAAAAJ,1663,"alfredo garro - University of Calabria - ['Systems and Software Engineering', 'Complex Systems Modeling and Simulation', 'Multi-Agent Systems']",2188,27,"['Systems and Software Engineering', 'Complex Systems Modeling and Simulation', 'Multi-Agent Systems']"
francesco ballerini,University of Bologna,https://scholar.google.com/citations?hl=it&user=d_EdMVQAAAAJ,1664,"francesco ballerini - University of Bologna - ['Computer Vision', 'Deep Learning']",2,1,"['Computer Vision', 'Deep Learning']"
herman geuvers,Radboud University Nijmegen,https://scholar.google.com/citations?hl=it&user=hbnF9xUAAAAJ,1665,"herman geuvers - Radboud University Nijmegen - ['Type Theory', 'Theoretical Computer Science', 'Logic']",3113,28,"['Type Theory', 'Theoretical Computer Science', 'Logic']"
laura fiorini,University of Florence,https://scholar.google.com/citations?hl=it&user=emMi-LoAAAAJ,1666,"laura fiorini - University of Florence - ['Social Robotics', 'ICT for neurodegenerative Diseases', 'Ageing Well', 'Behavioral Pattern']",1492,21,"['Social Robotics', 'ICT for neurodegenerative Diseases', 'Ageing Well', 'Behavioral Pattern']"
antonio loquercio,"PostDoc, University of California at Berkeley",https://scholar.google.com/citations?hl=it&user=pbmjtZsAAAAJ,1667,"antonio loquercio - PostDoc, University of California at Berkeley - ['Robotics', 'Computer Vision', 'Machine Learning', 'Artificial Intelligence']",3411,20,"['Robotics', 'Computer Vision', 'Machine Learning', 'Artificial Intelligence']"
francesca frassinetti,Università di Bologna,https://scholar.google.com/citations?hl=it&user=qTrb35gAAAAJ,1668,francesca frassinetti - Università di Bologna - ['neuroscienze cognitive'],8003,39,['neuroscienze cognitive']
wouter beek,VU University Amsterdam,https://scholar.google.com/citations?hl=it&user=XwoK3D4AAAAJ,1669,"wouter beek - VU University Amsterdam - ['Semantic Web', 'Knowledge Representation', 'Artificial Intelligence']",1069,17,"['Semantic Web', 'Knowledge Representation', 'Artificial Intelligence']"
francesco tortora,University of Würzburg,https://scholar.google.com/citations?hl=it&user=oyMgjWwAAAAJ,1670,francesco tortora - University of Würzburg - ['Neuroscience'],167,3,['Neuroscience']
kurt konolige,X Robotics,https://scholar.google.com/citations?hl=it&user=hczHVxEAAAAJ,1671,kurt konolige - X Robotics - [],42988,85,[]
matti latva-aho,University of Oulu,https://scholar.google.com/citations?hl=it&user=mrSLKyYAAAAJ,1673,"matti latva-aho - University of Oulu - ['6g', 'Wireless communications']",14923,60,"['6g', 'Wireless communications']"
balthasar schopman,Affiliazione sconosciuta,https://scholar.google.com/citations?hl=it&user=oZn7Yb0AAAAJ,1674,balthasar schopman - Affiliazione sconosciuta - [],157,6,[]
nak young chong,JAIST,https://scholar.google.com/citations?hl=it&user=B6wsA3YAAAAJ,1675,nak young chong - JAIST - ['Robotics'],3161,31,['Robotics']
manuel núñez,Universidad Complutense de Madrid,https://scholar.google.com/citations?hl=it&user=7pVrpyEAAAAJ,1676,"manuel núñez - Universidad Complutense de Madrid - ['formal methods', 'model based testing']",2593,27,"['formal methods', 'model based testing']"
chiara petrioli,university of rome la sapienza,https://scholar.google.com/citations?hl=it&user=urH-SksAAAAJ,1677,"chiara petrioli - university of rome la sapienza - ['mobile computing', 'sensing systems', 'cyber physical systems', 'networking', 'telecommunications']",8690,50,"['mobile computing', 'sensing systems', 'cyber physical systems', 'networking', 'telecommunications']"
daniele bartoli,University of Perugia,https://scholar.google.com/citations?hl=it&user=XYVnGuMAAAAJ,1678,"daniele bartoli - University of Perugia - ['combinatoria', 'finite fields', 'polynomials', 'algebraic varieties over finite fields']",1644,21,"['combinatoria', 'finite fields', 'polynomials', 'algebraic varieties over finite fields']"
caterina bertini,University of Bologna,https://scholar.google.com/citations?hl=it&user=xF2HLVQAAAAJ,1679,caterina bertini - University of Bologna - [],1182,20,[]
claudio vairo,Researcher at ISTI-CNR,https://scholar.google.com/citations?hl=it&user=pZID8mEAAAAJ,1680,"claudio vairo - Researcher at ISTI-CNR - ['Deep Learning', 'Face Recognition', 'Multimedia Information Retrieval', 'Wireless Sensor Networks', 'Data Management']",1222,18,"['Deep Learning', 'Face Recognition', 'Multimedia Information Retrieval', 'Wireless Sensor Networks', 'Data Management']"
luca serena,University of Bologna,https://scholar.google.com/citations?hl=it&user=6sb9uXoAAAAJ,1681,"luca serena - University of Bologna - ['Simulation', 'Blockchain', 'Peer-to-Peer', 'Complex Systems']",93,5,"['Simulation', 'Blockchain', 'Peer-to-Peer', 'Complex Systems']"
davide dardari,University of Bologna,https://scholar.google.com/citations?hl=it&user=O_m4JCwAAAAJ,1682,davide dardari - University of Bologna - ['Wireless communication and localization'],15026,51,['Wireless communication and localization']
martin molan,"PhD student, university of Bologna",https://scholar.google.com/citations?hl=it&user=pD-7BwEAAAAJ,1684,"martin molan - PhD student, university of Bologna - ['Machine learning', 'anomaly detection', 'HPC']",49,3,"['Machine learning', 'anomaly detection', 'HPC']"
antonina dattolo,University of Udine,https://scholar.google.com/citations?hl=it&user=fHdrvxsAAAAJ,1685,"antonina dattolo - University of Udine - ['Semantic Web', 'Bibliometrics', 'Information Visualization', 'Web Accessibility', 'Digital Education']",1033,19,"['Semantic Web', 'Bibliometrics', 'Information Visualization', 'Web Accessibility', 'Digital Education']"
marco garavelli,"Dipartimento di Chimica Industriale ""T. Montanari"", Bologna",https://scholar.google.com/citations?hl=it&user=h0xJNCIAAAAJ,1686,"marco garavelli - Dipartimento di Chimica Industriale ""T. Montanari"", Bologna - ['Chemistry']",13487,58,['Chemistry']
norihiro hagita,ATR,https://scholar.google.com/citations?hl=it&user=l89ykZMAAAAJ,1688,norihiro hagita - ATR - ['ロボット'],15367,64,['ロボット']
riccardo barbieri,"Scuola Normale Superiore, Pisa",https://scholar.google.com/citations?hl=it&user=0j2GvHcAAAAJ,1689,"riccardo barbieri - Scuola Normale Superiore, Pisa - ['theoretical particle physics']",74437,152,['theoretical particle physics']
gabriele pirazzini,University of Bologna,https://scholar.google.com/citations?hl=it&user=0xg6zVoAAAAJ,1690,"gabriele pirazzini - University of Bologna - ['Computational Neuroscience', 'Cognitive Neuroscience', 'Brain Rhythms', 'EEG', 'Neural Mass Models']",12,2,"['Computational Neuroscience', 'Cognitive Neuroscience', 'Brain Rhythms', 'EEG', 'Neural Mass Models']"
claudia passamonti,"Ospedali Riuniti di Ancona, Psicologia Ospedaliera",https://scholar.google.com/citations?hl=it&user=wd1nj4MAAAAJ,1691,"claudia passamonti - Ospedali Riuniti di Ancona, Psicologia Ospedaliera - []",824,15,[]
raffaella gentilini,University of Perugia,https://scholar.google.com/citations?hl=it&user=RSvs7kMAAAAJ,1692,raffaella gentilini - University of Perugia - [],835,15,[]
claudia d'amato,University of Bari,https://scholar.google.com/citations?hl=it&user=Ah9jLLwAAAAJ,1693,"claudia d'amato - University of Bari - ['Artificial Intelligence', 'Machine Learning', 'Description Logics', 'Semantic Web', 'Knowledge Graph']",4086,28,"['Artificial Intelligence', 'Machine Learning', 'Description Logics', 'Semantic Web', 'Knowledge Graph']"
nicolas nisse,Inria,https://scholar.google.com/citations?hl=it&user=PJAU9qcAAAAJ,1695,"nicolas nisse - Inria - ['graph theory', 'algorithm', 'distributed algorithm', 'optimization']",1791,24,"['graph theory', 'algorithm', 'distributed algorithm', 'optimization']"
giovanni semeraro,University of Bari Aldo Moro,https://scholar.google.com/citations?hl=it&user=i9XYY0sAAAAJ,1697,"giovanni semeraro - University of Bari Aldo Moro - ['AI & Machine Learning', 'Recommender Systems', 'User Modeling', 'Semantic & Social Technologies', 'Natural Language Processing']",13149,53,"['AI & Machine Learning', 'Recommender Systems', 'User Modeling', 'Semantic & Social Technologies', 'Natural Language Processing']"
henri prade,"CNRS, France and University of New South Wales",https://scholar.google.com/citations?hl=it&user=Hw_xpykAAAAJ,1700,"henri prade - CNRS, France and University of New South Wales - ['Artificial Intelligence', 'Decision Making']",94707,127,"['Artificial Intelligence', 'Decision Making']"
alessio netti,"HPC/AI Research Engineer, DeepL",https://scholar.google.com/citations?hl=it&user=MwmLLv4AAAAJ,1701,"alessio netti - HPC/AI Research Engineer, DeepL - ['HPC Systems', 'Monitoring', 'Energy Efficiency', 'Resiliency', 'Data Analytics']",230,10,"['HPC Systems', 'Monitoring', 'Energy Efficiency', 'Resiliency', 'Data Analytics']"
lindsay frost,Dr,https://scholar.google.com/citations?hl=it&user=eJKUU7sAAAAJ,1704,"lindsay frost - Dr - ['Molecular Biology', 'Cancer Genetics', 'Minimal Residual Disease']",218,6,"['Molecular Biology', 'Cancer Genetics', 'Minimal Residual Disease']"
filippo focacci,DecisionBrain,https://scholar.google.com/citations?hl=it&user=czjcPuoAAAAJ,1705,"filippo focacci - DecisionBrain - ['Operations Research', 'Optimization', 'Manufacturing']",1581,18,"['Operations Research', 'Optimization', 'Manufacturing']"
jaeryoung lee,Chubu University,https://scholar.google.com/citations?hl=it&user=7rTU26MAAAAJ,1706,"jaeryoung lee - Chubu University - ['Human Robot Interaction', 'Robot-assisted Therapy']",973,12,"['Human Robot Interaction', 'Robot-assisted Therapy']"
michele zorzi,University of Padova,https://scholar.google.com/citations?hl=it&user=Z7d93ZYAAAAJ,1707,"michele zorzi - University of Padova - ['electrical engineering', 'networking', 'wireless communications', 'wireless networks']",50957,94,"['electrical engineering', 'networking', 'wireless communications', 'wireless networks']"
thrasyvoulos spyropoulos,Technical University of Crete,https://scholar.google.com/citations?hl=it&user=WVLr6NYAAAAJ,1709,"thrasyvoulos spyropoulos - Technical University of Crete - ['Stochastic Modeling', 'Wireless Networks', 'Social Networks', 'Optimization Theory', 'Machine Learning']",13773,44,"['Stochastic Modeling', 'Wireless Networks', 'Social Networks', 'Optimization Theory', 'Machine Learning']"
frédéric precioso,Universite Cote d'Azur,https://scholar.google.com/citations?hl=it&user=-0cKTucAAAAJ,1711,"frédéric precioso - Universite Cote d'Azur - ['Machine Learning', 'Data Mining']",3191,25,"['Machine Learning', 'Data Mining']"
fabio schoen,University of Florence,https://scholar.google.com/citations?hl=it&user=wYmt8csAAAAJ,1712,"fabio schoen - University of Florence - ['global optimization', 'machine learning', 'analytics', 'vehicle routing', 'forecasting']",2929,27,"['global optimization', 'machine learning', 'analytics', 'vehicle routing', 'forecasting']"
christopher jefferson,University of St Andrews,https://scholar.google.com/citations?hl=it&user=CyvPP1gAAAAJ,1714,"christopher jefferson - University of St Andrews - ['AI', 'Computational Group Theory', 'Constraint Programming']",2593,24,"['AI', 'Computational Group Theory', 'Constraint Programming']"
maria emilia maietti,University of Padova,https://scholar.google.com/citations?hl=it&user=Br0Lgm0AAAAJ,1715,"maria emilia maietti - University of Padova - ['type theory', 'categorical logic', 'constructive mathematics']",1083,17,"['type theory', 'categorical logic', 'constructive mathematics']"
andrea dal pozzolo,ULB,https://scholar.google.com/citations?hl=it&user=61wlSEYAAAAJ,1716,"andrea dal pozzolo - ULB - ['machine learning', 'data mining', 'fraud detection', 'unbalanced classification', 'concept drift']",2409,11,"['machine learning', 'data mining', 'fraud detection', 'unbalanced classification', 'concept drift']"
gordana gardasevic,"University of Banja Luka, Faculty of Electrical Engineering",https://scholar.google.com/citations?hl=it&user=7rlkvV0AAAAJ,1717,"gordana gardasevic - University of Banja Luka, Faculty of Electrical Engineering - ['Telecommunications', 'Radio-communications', 'Wireless Sensor Networks', 'Internet of Things']",780,10,"['Telecommunications', 'Radio-communications', 'Wireless Sensor Networks', 'Internet of Things']"
luis caires,Instituto Superior Técnico,https://scholar.google.com/citations?hl=it&user=mzi8n0QAAAAJ,1718,"luis caires - Instituto Superior Técnico - ['Programming Languages', 'Concurrent and Distributed Computing', 'Logic and Types', 'Security']",4032,33,"['Programming Languages', 'Concurrent and Distributed Computing', 'Logic and Types', 'Security']"
jelena trajkovic,"California State University, Long Beach",https://scholar.google.com/citations?hl=it&user=l-Eo7mYAAAAJ,1720,"jelena trajkovic - California State University, Long Beach - ['Optical Network on Chip', 'Aplication Specific Processors', 'Memory Hierarchy']",894,12,"['Optical Network on Chip', 'Aplication Specific Processors', 'Memory Hierarchy']"
lars karlsson,Örebro university,https://scholar.google.com/citations?hl=it&user=o3x4eW0AAAAJ,1721,"lars karlsson - Örebro university - ['Artificial Intelligence', 'Robotics']",4393,30,"['Artificial Intelligence', 'Robotics']"
alessio micheli,University of Pisa,https://scholar.google.com/citations?hl=it&user=rnaNixYAAAAJ,1722,"alessio micheli - University of Pisa - ['Artificial Intelligence', 'Machine Learning', 'Graph Representation Learning', 'Recurrent Neural Networks', 'Reservoir Computing']",6379,37,"['Artificial Intelligence', 'Machine Learning', 'Graph Representation Learning', 'Recurrent Neural Networks', 'Reservoir Computing']"
claude-guy quimper,Université Laval,https://scholar.google.com/citations?hl=it&user=9YHTzQwAAAAJ,1723,"claude-guy quimper - Université Laval - ['Constraint Programming', 'Artificial Intelligence', 'Operations Research']",1920,23,"['Constraint Programming', 'Artificial Intelligence', 'Operations Research']"
mirko zichichi,Research Scientist at IOTA Foundation,https://scholar.google.com/citations?hl=it&user=ikI56qoAAAAJ,1724,"mirko zichichi - Research Scientist at IOTA Foundation - ['Law Science and Technology', 'Smart Contract', 'Distributed Ledger Technology', 'Blockchain', 'Decentralized Systems']",426,11,"['Law Science and Technology', 'Smart Contract', 'Distributed Ledger Technology', 'Blockchain', 'Decentralized Systems']"
david shotton,"Director, OpenCitations",https://scholar.google.com/citations?hl=it&user=YyvE-_oAAAAJ,1727,"david shotton - Director, OpenCitations - ['Open science', 'semantic publishing', 'ontologies', 'previously cell biology', 'protein structure']",9516,46,"['Open science', 'semantic publishing', 'ontologies', 'previously cell biology', 'protein structure']"
davide scaramuzza,University of Zurich,https://scholar.google.com/citations?hl=it&user=SC9wV2kAAAAJ,1728,"davide scaramuzza - University of Zurich - ['Robotics', 'Robot Vision', 'Micro Air Vehicles', 'SLAM', 'Robot Learning']",49651,109,"['Robotics', 'Robot Vision', 'Micro Air Vehicles', 'SLAM', 'Robot Learning']"
mehdi dastani,Utrecht University,https://scholar.google.com/citations?hl=it&user=rvG4n98AAAAJ,1729,"mehdi dastani - Utrecht University - ['multi-agent systems', 'artificial intelligence', 'computer science']",9573,47,"['multi-agent systems', 'artificial intelligence', 'computer science']"
peter gregory,"Senior Research Scientist, Schlumberger Cambridge Research",https://scholar.google.com/citations?hl=it&user=OaGpkAIAAAAJ,1730,"peter gregory - Senior Research Scientist, Schlumberger Cambridge Research - ['AI Planning', 'Constraint Programming', 'Scheduling']",615,13,"['AI Planning', 'Constraint Programming', 'Scheduling']"
filippo orazi,Alma Mater Studiorum Università di Bologna,https://scholar.google.com/citations?hl=it&user=cTNXE0-_IwUC,1731,filippo orazi - Alma Mater Studiorum Università di Bologna - ['Quantum AI/ML'],7,2,['Quantum AI/ML']
sara cavallero,University of Bologna,https://scholar.google.com/citations?hl=it&user=H1kp_WIAAAAJ,1732,"sara cavallero - University of Bologna - ['Industrial Internet of Things', 'Medium Access Protocols', '5G', 'URLLC', 'THz']",23,3,"['Industrial Internet of Things', 'Medium Access Protocols', '5G', 'URLLC', 'THz']"
driss boussaoud,"Researcher, CNRS",https://scholar.google.com/citations?hl=it&user=3mDA50oAAAAJ,1733,"driss boussaoud - Researcher, CNRS - ['neurophysiology', 'neuroanatomy', 'learning and social behavior']",8491,42,"['neurophysiology', 'neuroanatomy', 'learning and social behavior']"
rudolf kruse,University of Magdeburg,https://scholar.google.com/citations?hl=it&user=2-dZiGEAAAAJ,1735,"rudolf kruse - University of Magdeburg - ['Computational Intelligence', 'Intelligent Data Analysis']",20080,58,"['Computational Intelligence', 'Intelligent Data Analysis']"
rita cucchiara,Università degli Studi di Modena e Reggio Emilia,https://scholar.google.com/citations?hl=it&user=OM3sZEoAAAAJ,1736,"rita cucchiara - Università degli Studi di Modena e Reggio Emilia - ['Computer Vision', 'Pattern Recognition', 'Deep Learning', 'Multimedia', 'Artificial Intelligence']",27125,64,"['Computer Vision', 'Pattern Recognition', 'Deep Learning', 'Multimedia', 'Artificial Intelligence']"
lars marius garshol,Independent,https://scholar.google.com/citations?hl=it&user=ivhRw7EAAAAJ,1737,lars marius garshol - Independent - ['Farmhouse brewing'],1594,17,['Farmhouse brewing']
emanuele sansone,Universitá di Brescia,https://scholar.google.com/citations?hl=it&user=F_dtMqgAAAAJ,1738,emanuele sansone - Universitá di Brescia - [],258,8,[]
giovambattista ianni,Università della Calabria,https://scholar.google.com/citations?hl=it&user=ntGDIVsAAAAJ,1739,"giovambattista ianni - Università della Calabria - ['Artificial Intelligence', 'Knowledge Representation', 'Semantic Web', 'Computer Security']",4175,30,"['Artificial Intelligence', 'Knowledge Representation', 'Semantic Web', 'Computer Security']"
rocco moretti,Vanderbilt University,https://scholar.google.com/citations?hl=it&user=Q_yfqd4AAAAJ,1741,"rocco moretti - Vanderbilt University - ['biochemistry', 'protein-small molecule interactions', 'computational modeling']",2729,22,"['biochemistry', 'protein-small molecule interactions', 'computational modeling']"
cipriano galindo,University of Malaga,https://scholar.google.com/citations?hl=it&user=dwPf5_8AAAAJ,1742,"cipriano galindo - University of Malaga - ['Robotics', 'Artificial Intelligence', 'Semantic Maps']",3245,28,"['Robotics', 'Artificial Intelligence', 'Semantic Maps']"
carmelo arcidiacono,"Ricercartore di Astronomia, INAF-Istituto Nazionale di Astrofisica",https://scholar.google.com/citations?hl=it&user=-X2sHvEAAAAJ,1743,"carmelo arcidiacono - Ricercartore di Astronomia, INAF-Istituto Nazionale di Astrofisica - ['Astronomy', 'Astrophysics', 'Adaptive Optics']",3840,29,"['Astronomy', 'Astrophysics', 'Adaptive Optics']"
manuela sellitto,University of Pavia,https://scholar.google.com/citations?hl=it&user=Fx6c4JMAAAAJ,1744,"manuela sellitto - University of Pavia - ['Cognitive Neuroscience', 'Social Decisions', 'Neuromarketing', 'Psychology', 'Neuropsychology']",628,11,"['Cognitive Neuroscience', 'Social Decisions', 'Neuromarketing', 'Psychology', 'Neuropsychology']"
alexander boer,University of Amsterdam,https://scholar.google.com/citations?hl=it&user=-tQZ5okAAAAJ,1745,"alexander boer - University of Amsterdam - ['artificial intelligence', 'law', 'social network analysis', 'business information systems', 'e-government']",1958,23,"['artificial intelligence', 'law', 'social network analysis', 'business information systems', 'e-government']"
alessandro farnè,"ImpAct Team, Lyon Neuroscience Research Centre",https://scholar.google.com/citations?hl=it&user=fpmyE0IAAAAJ,1747,"alessandro farnè - ImpAct Team, Lyon Neuroscience Research Centre - ['multisensory', 'tool-use', 'body representation', 'neglect']",12955,59,"['multisensory', 'tool-use', 'body representation', 'neglect']"
andrea marchetti,universita di Modena e Reggio Emilia,https://scholar.google.com/citations?hl=it&user=YNl9-OYAAAAJ,1748,andrea marchetti - universita di Modena e Reggio Emilia - [],3418,33,[]
