name,org,url,id,Label,citations,h_index,study_field
xiaoying bai,Tsinghua University,https://scholar.google.com/citations?hl=it&user=PzOx2UUAAAAJ,282,"xiaoying bai - Tsinghua University - ['Software engineering', 'software testing', 'service-oriented computing', 'cloud computing']",4198,38,"['Software engineering', 'software testing', 'service-oriented computing', 'cloud computing']"
marco prandini,Bologna University,https://scholar.google.com/citations?hl=it&user=JuiLxa0AAAAJ,283,"marco prandini - Bologna University - ['Network Security', 'System Security', 'System Administration']",992,16,"['Network Security', 'System Security', 'System Administration']"
massimiliano mutignani,Ospedale Niguarda,https://scholar.google.com/citations?hl=it&user=IWVPTywAAAAJ,284,massimiliano mutignani - Ospedale Niguarda - ['Endoscopia digestiva diagnostica e terapeutica'],10175,51,['Endoscopia digestiva diagnostica e terapeutica']
letizia tanca,Politecnico di Milano,https://scholar.google.com/citations?hl=it&user=FmRpFsoAAAAJ,285,"letizia tanca - Politecnico di Milano - ['DBs and Information Systems', 'Context Awareness and Personalization', 'Pervasive Data Management', 'Exploratory Data Analysis']",7465,36,"['DBs and Information Systems', 'Context Awareness and Personalization', 'Pervasive Data Management', 'Exploratory Data Analysis']"
alex costanzino,PhD Student,https://scholar.google.com/citations?hl=it&user=J_EBAXEAAAAJ,286,alex costanzino - PhD Student - ['Computer Vision'],16,2,['Computer Vision']
oksana kulyk,IT University of Copenhagen,https://scholar.google.com/citations?hl=it&user=08IyY1AAAAAJ,287,"oksana kulyk - IT University of Copenhagen - ['Cryptography', 'Electronic Voting', 'Usable Security', 'Usable Privacy']",658,15,"['Cryptography', 'Electronic Voting', 'Usable Security', 'Usable Privacy']"
amal nammouchi,Karlstad University,https://scholar.google.com/citations?hl=it&user=CALEjIEAAAAJ,288,"amal nammouchi - Karlstad University - ['Machine learning', 'RL', 'graph neural network', 'robust optimization', 'smart grids']",47,3,"['Machine learning', 'RL', 'graph neural network', 'robust optimization', 'smart grids']"
luigi asprino,University of Bologna,https://scholar.google.com/citations?hl=it&user=HM_1HQUAAAAJ,289,"luigi asprino - University of Bologna - ['Artificial Intelligence', 'Knowledge Representation', 'Data Integration']",407,11,"['Artificial Intelligence', 'Knowledge Representation', 'Data Integration']"
giada trisolini,University of Bologna,https://scholar.google.com/citations?hl=it&user=r6pwRboAAAAJ,290,"giada trisolini - University of Bologna - ['e-learning', 'open education', 'mooc', 'didactic', 'instructional design']",76,3,"['e-learning', 'open education', 'mooc', 'didactic', 'instructional design']"
chiara contoli,University of Urbino,https://scholar.google.com/citations?hl=it&user=bzV54jUAAAAJ,291,"chiara contoli - University of Urbino - ['IoT', 'Activity Recognition', 'Power Management', 'Computer Networking', 'SDN']",637,16,"['IoT', 'Activity Recognition', 'Power Management', 'Computer Networking', 'SDN']"
francesco fabiano,New Mexico State University,https://scholar.google.com/citations?hl=it&user=W6JOvEIAAAAJ,292,"francesco fabiano - New Mexico State University - ['Artificial Intelligence', 'Epistemic Reasoning', 'Epistemic Logic', 'Multi-Agent Planning']",299,9,"['Artificial Intelligence', 'Epistemic Reasoning', 'Epistemic Logic', 'Multi-Agent Planning']"
andy zhou,UC Berkeley,https://scholar.google.com/citations?hl=it&user=pzXbpQIAAAAJ,293,andy zhou - UC Berkeley - [],1294,14,[]
ivica crnkovic,Chalmers University,https://scholar.google.com/citations?hl=it&user=yewx0GgAAAAJ,294,"ivica crnkovic - Chalmers University - ['Software Engineering', 'Component-Based Software engineering', 'Software Architecture', 'Software Processes', 'AI Engineering']",8448,42,"['Software Engineering', 'Component-Based Software engineering', 'Software Architecture', 'Software Processes', 'AI Engineering']"
christian conficoni,University of Bologna,https://scholar.google.com/citations?hl=it&user=K5MnKxkAAAAJ,297,"christian conficoni - University of Bologna - ['Nonlinear Systems', 'Adaptive Observers', 'Optimization', 'Thermal Control']",331,10,"['Nonlinear Systems', 'Adaptive Observers', 'Optimization', 'Thermal Control']"
federica mandreoli,University of Modena and Reggio Emilia,https://scholar.google.com/citations?hl=it&user=S52hANkAAAAJ,298,federica mandreoli - University of Modena and Reggio Emilia - ['Database_systems'],2224,26,['Database_systems']
andrea garulli,University of Siena,https://scholar.google.com/citations?hl=it&user=4rFwUskAAAAJ,299,"andrea garulli - University of Siena - ['Control', 'System identification', 'Mobile Robotics']",7153,41,"['Control', 'System identification', 'Mobile Robotics']"
brahim hnich,"Professor of Computer Science, Dept. of Computer Science, Monastir University, Tunisia",https://scholar.google.com/citations?hl=it&user=2oRyj9QAAAAJ,300,"brahim hnich - Professor of Computer Science, Dept. of Computer Science, Monastir University, Tunisia - ['Artificial Intelligence', 'Constraint Programming', 'Uncertainty']",3712,35,"['Artificial Intelligence', 'Constraint Programming', 'Uncertainty']"
maria chiara meo,Università di Chieti-Pescara,https://scholar.google.com/citations?hl=it&user=gVyJHJoAAAAJ,301,maria chiara meo - Università di Chieti-Pescara - ['linguaggi'],1108,18,['linguaggi']
antonio azzinnaro,EO Galliera,https://scholar.google.com/citations?hl=it&user=ueCmx8YAAAAJ,302,antonio azzinnaro - EO Galliera - ['Chirurgia Generale'],70,6,['Chirurgia Generale']
johan rochel,UZH,https://scholar.google.com/citations?hl=it&user=mpHrSfkAAAAJ,303,"johan rochel - UZH - ['IP', 'droit international', 'éthique appliquée', 'philosophie du droit', 'migration']",126,6,"['IP', 'droit international', 'éthique appliquée', 'philosophie du droit', 'migration']"
john tang,"Senior Principal Researcher, Microsoft Research",https://scholar.google.com/citations?hl=it&user=E4cMwQMAAAAJ,304,"john tang - Senior Principal Researcher, Microsoft Research - ['CSCW', 'telepresence', 'accessibility', 'HCI']",14132,58,"['CSCW', 'telepresence', 'accessibility', 'HCI']"
davide rossi,Oncology Institute of Southern Switzerland,https://scholar.google.com/citations?hl=it&user=ZrtetSIAAAAJ,305,davide rossi - Oncology Institute of Southern Switzerland - ['Hematology'],33806,91,['Hematology']
hong-linh truong,Aalto University,https://scholar.google.com/citations?hl=it&user=juCwRycAAAAJ,306,"hong-linh truong - Aalto University - ['distributed systems', 'analytics', 'cloud computing', 'Internet of Things', 'big data']",6999,42,"['distributed systems', 'analytics', 'cloud computing', 'Internet of Things', 'big data']"
federico baldo,University of Bologna,https://scholar.google.com/citations?hl=it&user=m63zqFkAAAAJ,307,"federico baldo - University of Bologna - ['Machine Learning', 'Combinatorial Optimization', 'Artificial Intelligence']",134,5,"['Machine Learning', 'Combinatorial Optimization', 'Artificial Intelligence']"
xiaodi huang,Charles Sturt University,https://scholar.google.com/citations?hl=it&user=vjSwDOoAAAAJ,308,"xiaodi huang - Charles Sturt University - ['Applied machine learning', 'Data analysis and visualization', 'Computer applications']",3626,30,"['Applied machine learning', 'Data analysis and visualization', 'Computer applications']"
srinivasan murali,SmartCardia,https://scholar.google.com/citations?hl=it&user=fBXv8UkAAAAJ,309,srinivasan murali - SmartCardia - [],6824,34,[]
fabrizio riguzzi,University of Ferrara,https://scholar.google.com/citations?hl=it&user=_wzbiu4AAAAJ,310,"fabrizio riguzzi - University of Ferrara - ['Artificial Intelligence', 'Machine Learning', 'Logic Programming', 'Probabilistic Programming', 'Probabilistic Logic Programming']",3103,31,"['Artificial Intelligence', 'Machine Learning', 'Logic Programming', 'Probabilistic Programming', 'Probabilistic Logic Programming']"
bernhard wally,Scientific Advisor at the Austrian Council for Research and Technology Development,https://scholar.google.com/citations?hl=it&user=hyd8rFQAAAAJ,311,"bernhard wally - Scientific Advisor at the Austrian Council for Research and Technology Development - ['Robotics', 'Artificial Intelligence', 'Smart Manufacturing', 'Innovation Management', 'Policy Development']",492,13,"['Robotics', 'Artificial Intelligence', 'Smart Manufacturing', 'Innovation Management', 'Policy Development']"
andrea masini,Associate Professor,https://scholar.google.com/citations?hl=it&user=Q6I8YLQAAAAJ,312,"andrea masini - Associate Professor - ['Technology Management', 'Operations Management', 'Energy', 'Innovation']",1863,18,"['Technology Management', 'Operations Management', 'Energy', 'Innovation']"
chi-sheng shih,臺灣大學資訊工程學系 教授,https://scholar.google.com/citations?hl=it&user=aghHOfcAAAAJ,313,"chi-sheng shih - 臺灣大學資訊工程學系 教授 - ['Real-time Systems', 'Cyber-Physical Systems']",2665,27,"['Real-time Systems', 'Cyber-Physical Systems']"
xingjian zhang,Yale University,https://scholar.google.com/citations?hl=it&user=jlZ_yW4AAAAJ,314,"xingjian zhang - Yale University - ['Cancer Heterogeneity', 'Cancer Metastasis', 'Mechanobiology', 'Lab on a Chip']",541,8,"['Cancer Heterogeneity', 'Cancer Metastasis', 'Mechanobiology', 'Lab on a Chip']"
daniyal kazempour,CAU Kiel,https://scholar.google.com/citations?hl=it&user=tJJdQgYAAAAJ,315,daniyal kazempour - CAU Kiel - [],1082,6,[]
francesco sanmarchi,University of Bologna,https://scholar.google.com/citations?hl=it&user=19XB2soAAAAJ,316,"francesco sanmarchi - University of Bologna - ['Public Health', 'Epidemiology', 'Health Informatics', 'Digital Health', 'Public Health Informatics']",2724,18,"['Public Health', 'Epidemiology', 'Health Informatics', 'Digital Health', 'Public Health Informatics']"
elena baralis,Politecnico di Torino,https://scholar.google.com/citations?hl=it&user=0CnVFgQAAAAJ,318,"elena baralis - Politecnico di Torino - ['database systems', 'data mining', 'data warehousing']",5281,36,"['database systems', 'data mining', 'data warehousing']"
emiliano traversi,University of Montpellier,https://scholar.google.com/citations?hl=it&user=T-6PKroAAAAJ,319,emiliano traversi - University of Montpellier - ['Mathematical Programming'],556,12,['Mathematical Programming']
alberto montresor,University of Trento,https://scholar.google.com/citations?hl=it&user=1Z5aqBAAAAAJ,320,"alberto montresor - University of Trento - ['Algorithms', 'Computer Science Education', 'Distributed Systems', 'Cloud Computing', 'Peer-to-Peer']",9007,43,"['Algorithms', 'Computer Science Education', 'Distributed Systems', 'Cloud Computing', 'Peer-to-Peer']"
maria clotilde carra,AP-HP,https://scholar.google.com/citations?hl=it&user=DPejquUAAAAJ,321,maria clotilde carra - AP-HP - [],5327,39,[]
gianluca campana,University of Padova,https://scholar.google.com/citations?hl=it&user=vvRI5fcAAAAJ,322,"gianluca campana - University of Padova - ['Visual neuroscience', 'cognitive neuroscience', 'visual perception']",2995,30,"['Visual neuroscience', 'cognitive neuroscience', 'visual perception']"
mak andrlon,University of Melbourne,https://scholar.google.com/citations?hl=it&user=JfpEWIgAAAAJ,323,"mak andrlon - University of Melbourne - ['automated reasoning', 'floating-point arithmetic', 'software verification']",17,1,"['automated reasoning', 'floating-point arithmetic', 'software verification']"
andrea zanoni,"Rovereto Hospital, APSS of Trento",https://scholar.google.com/citations?hl=it&user=cf4uszIAAAAJ,324,"andrea zanoni - Rovereto Hospital, APSS of Trento - ['General and Upper GI surgery']",504,12,['General and Upper GI surgery']
alessandro ricci,University of Bologna,https://scholar.google.com/citations?hl=it&user=kZnjXt4AAAAJ,325,"alessandro ricci - University of Bologna - ['Agents and Multi-Agent Systems', 'Programming Paradigms']",7589,41,"['Agents and Multi-Agent Systems', 'Programming Paradigms']"
stefania costantini,University of L'Aquila,https://scholar.google.com/citations?hl=it&user=-cqgz-oAAAAJ,326,"stefania costantini - University of L'Aquila - ['Artificial Intelligence', 'Computational Logic', 'Logic Programming']",2350,23,"['Artificial Intelligence', 'Computational Logic', 'Logic Programming']"
domenico beneventano,Università degli Studi di Modena e Reggio Emilia,https://scholar.google.com/citations?hl=it&user=4zexew0AAAAJ,327,domenico beneventano - Università degli Studi di Modena e Reggio Emilia - ['Data Integration'],2391,21,['Data Integration']
marcello mariani,Politecnico di Milano,https://scholar.google.com/citations?hl=it&user=8ELD0d8AAAAJ,328,"marcello mariani - Politecnico di Milano - ['semiconductors', 'microelectronics', 'nanoelectronics']",504,12,"['semiconductors', 'microelectronics', 'nanoelectronics']"
eirikur agustsson,Google,https://scholar.google.com/citations?hl=it&user=Uhvyua4AAAAJ,329,eirikur agustsson - Google - [],8831,24,[]
heiko ludwig,"Research Manager, IBM Research",https://scholar.google.com/citations?hl=it&user=E71s8kwAAAAJ,330,"heiko ludwig - Research Manager, IBM Research - ['Services Computing', 'AI', 'Machine Learning']",11615,40,"['Services Computing', 'AI', 'Machine Learning']"
sabato mellone,"PhD, Biomedical Engineering, Department of Electrical, Electronic and Information",https://scholar.google.com/citations?hl=it&user=hk3sOvQAAAAJ,331,"sabato mellone - PhD, Biomedical Engineering, Department of Electrical, Electronic and Information - ['Human movement analysis', 'signal processing', 'wearable sensors', 'ICT in clinical practice', 'mobile health.']",1283,11,"['Human movement analysis', 'signal processing', 'wearable sensors', 'ICT in clinical practice', 'mobile health.']"
gianni barlacchi,Amazon,https://scholar.google.com/citations?hl=it&user=vh3CkJ0AAAAJ,332,"gianni barlacchi - Amazon - ['natural language processing', 'machine learning', 'human mobility']",1278,13,"['natural language processing', 'machine learning', 'human mobility']"
federico pernici,University of Florence,https://scholar.google.com/citations?hl=it&user=I8nFKUsAAAAJ,333,"federico pernici - University of Florence - ['Deep Learning', 'Machine Learning', 'Computer Vision', 'Pattern Recognition']",982,16,"['Deep Learning', 'Machine Learning', 'Computer Vision', 'Pattern Recognition']"
pierpaolo palumbo,University of Bologna,https://scholar.google.com/citations?hl=it&user=HSrKkzgAAAAJ,334,pierpaolo palumbo - University of Bologna - ['Bioengineering'],645,11,['Bioengineering']
gabriele vanoni,"Postdoc, IRIF, CNRS, Université Paris Cité",https://scholar.google.com/citations?hl=it&user=wOCNYcIAAAAJ,335,"gabriele vanoni - Postdoc, IRIF, CNRS, Université Paris Cité - ['Programming languages', 'Semantics', 'Type systems', 'Formal Methods']",55,3,"['Programming languages', 'Semantics', 'Type systems', 'Formal Methods']"
alberto testoni,University of Trento,https://scholar.google.com/citations?hl=it&user=gGdWaH4AAAAJ,336,"alberto testoni - University of Trento - ['Language & Vision', 'Natural Language Processing', 'Machine Learning', 'Cognitive Science']",123,6,"['Language & Vision', 'Natural Language Processing', 'Machine Learning', 'Cognitive Science']"
ying sun,King Abdullah University of Science and Technology,https://scholar.google.com/citations?hl=it&user=2Y9JeRIAAAAJ,337,ying sun - King Abdullah University of Science and Technology - ['Environmental Statistics'],7733,47,['Environmental Statistics']
foivos savva,University of Southampton,https://scholar.google.com/citations?hl=it&user=j-549NkAAAAJ,339,"foivos savva - University of Southampton - ['Implementation theory', 'mechanism design', 'social choice', 'environmental economics']",17,2,"['Implementation theory', 'mechanism design', 'social choice', 'environmental economics']"
marco mantovani,Univ. of Milan Bicocca,https://scholar.google.com/citations?hl=it&user=HWlMMdYAAAAJ,340,"marco mantovani - Univ. of Milan Bicocca - ['Experimental Economics', 'Networks', 'Game Theory']",211,7,"['Experimental Economics', 'Networks', 'Game Theory']"
rahul agarwal,"Assistant Professor ,Jaipur National University, Jaipur",https://scholar.google.com/citations?hl=it&user=nz6nEhgAAAAJ,341,"rahul agarwal - Assistant Professor ,Jaipur National University, Jaipur - ['Food Technology']",2981,24,['Food Technology']
ichiro hasuo,"Professor of Computer Science, National Institute of Informatics",https://scholar.google.com/citations?hl=it&user=FSwupKwAAAAJ,342,"ichiro hasuo - Professor of Computer Science, National Institute of Informatics - []",2187,25,[]
naoki kobayashi,University of Tokyo,https://scholar.google.com/citations?hl=it&user=bhZQ7FEAAAAJ,343,naoki kobayashi - University of Tokyo - ['Computer Science'],5878,42,['Computer Science']
paul mougel,365Talents,https://scholar.google.com/citations?hl=it&user=Li1G8BkAAAAJ,344,paul mougel - 365Talents - ['Natural Language Processing'],427,2,['Natural Language Processing']
luca palmerini,University of Bologna,https://scholar.google.com/citations?hl=it&user=HfUr6BgAAAAJ,345,"luca palmerini - University of Bologna - ['wearable sensors', 'machine learning', ""Parkinson's disease"", 'biomedical signal processing']",1424,19,"['wearable sensors', 'machine learning', ""Parkinson's disease"", 'biomedical signal processing']"
matteo gatti,Università Cattolica del Sacro Cuore,https://scholar.google.com/citations?hl=it&user=mwAgzS0AAAAJ,346,matteo gatti - Università Cattolica del Sacro Cuore - ['Vitis vinifera'],3811,33,['Vitis vinifera']
luís cruz-filipe,University of Southern Denmark,https://scholar.google.com/citations?hl=it&user=pACNOc8AAAAJ,347,"luís cruz-filipe - University of Southern Denmark - ['Logic', 'Theorem Proving', 'Concurrency Theory', 'Choreographic Programming', 'Artificial Intelligence']",1218,19,"['Logic', 'Theorem Proving', 'Concurrency Theory', 'Choreographic Programming', 'Artificial Intelligence']"
massimo bertozzi,University of Parma,https://scholar.google.com/citations?hl=it&user=iF9jpEIAAAAJ,348,"massimo bertozzi - University of Parma - ['deep learning', 'intelligent transportation systems', 'machine vision']",8983,40,"['deep learning', 'intelligent transportation systems', 'machine vision']"
lukas cavigelli,Huawei Technologies,https://scholar.google.com/citations?hl=it&user=15o2H4cAAAAJ,349,"lukas cavigelli - Huawei Technologies - ['Deep Learning', 'Computer Architecture', 'Circuits and Systems', 'VLSI', 'Signal Processing']",3210,25,"['Deep Learning', 'Computer Architecture', 'Circuits and Systems', 'VLSI', 'Signal Processing']"
leonardo montecchiari,University Of Bologna,https://scholar.google.com/citations?hl=it&user=C477N88AAAAJ,350,leonardo montecchiari - University Of Bologna - [],49,3,[]
fausto catena,Bufalini hospital,https://scholar.google.com/citations?hl=it&user=B7puXg0AAAAJ,351,fausto catena - Bufalini hospital - ['emergency general surgery'],30324,90,['emergency general surgery']
silvia imbesi,University of Ferrara,https://scholar.google.com/citations?hl=it&user=nbPXnUYAAAAJ,352,"silvia imbesi - University of Ferrara - ['User Centered Design', 'Inclusive Design', 'Design Methodologies', 'Smart Devices']",289,10,"['User Centered Design', 'Inclusive Design', 'Design Methodologies', 'Smart Devices']"
stefano guerrini,Université Paris 13,https://scholar.google.com/citations?hl=it&user=E_APqGEAAAAJ,353,"stefano guerrini - Université Paris 13 - ['Theoretical computer science', 'Logic', 'Lambda-calculus']",725,15,"['Theoretical computer science', 'Logic', 'Lambda-calculus']"
nicola dragoni,"Deputy Director, Head of Section, Professor @ DTU Compute",https://scholar.google.com/citations?hl=it&user=M9hLHUkAAAAJ,354,"nicola dragoni - Deputy Director, Head of Section, Professor @ DTU Compute - ['Cybersecurity', 'Pervasive Computing']",6129,39,"['Cybersecurity', 'Pervasive Computing']"
michele alberti,University Of Fribourg,https://scholar.google.com/citations?hl=it&user=IhPkONgAAAAJ,355,"michele alberti - University Of Fribourg - ['Machine Learning', 'Deep Learning', 'Artificial Intelligence', 'Document Analysis']",600,14,"['Machine Learning', 'Deep Learning', 'Artificial Intelligence', 'Document Analysis']"
ruslan mustafin,"Machine Learning Engineer, Indivd",https://scholar.google.com/citations?hl=it&user=PnW2kS4AAAAJ,356,"ruslan mustafin - Machine Learning Engineer, Indivd - ['Software Engineering', 'Artificial Intelligence']",1994,9,"['Software Engineering', 'Artificial Intelligence']"
valentina tartari,Stockholm School of Economics,https://scholar.google.com/citations?hl=it&user=02BERjEAAAAJ,357,"valentina tartari - Stockholm School of Economics - ['Innovation', 'Economics of science', 'University-industry collaboration', 'Technology transfer', 'Mobility']",5362,15,"['Innovation', 'Economics of science', 'University-industry collaboration', 'Technology transfer', 'Mobility']"
ferdinando fioretto,University of Virginia,https://scholar.google.com/citations?hl=it&user=ASf9Q04AAAAJ,358,"ferdinando fioretto - University of Virginia - ['Machine Learning', 'Differentiable Optimization', 'Responsible AI', 'Differential Privacy']",2030,24,"['Machine Learning', 'Differentiable Optimization', 'Responsible AI', 'Differential Privacy']"
amaury belin,"PhD Student, Lyon University",https://scholar.google.com/citations?hl=it&user=OsB01SgAAAAJ,359,"amaury belin - PhD Student, Lyon University - ['Appropriation of Digital Technology', 'Knowledge Work', 'Ergonomics']",49,2,"['Appropriation of Digital Technology', 'Knowledge Work', 'Ergonomics']"
krishnan pillaipakkamnatt,Hofstra University,https://scholar.google.com/citations?hl=it&user=GkuUkJQAAAAJ,360,"krishnan pillaipakkamnatt - Hofstra University - ['Data Mining', 'Machine Learning', 'Computational Learning Theory']",767,9,"['Data Mining', 'Machine Learning', 'Computational Learning Theory']"
ivan zyrianoff,University of Bologna,https://scholar.google.com/citations?hl=it&user=0LPd3y4AAAAJ,361,"ivan zyrianoff - University of Bologna - ['Internet of Things', 'Edge Computing', 'Smart Societies']",361,10,"['Internet of Things', 'Edge Computing', 'Smart Societies']"
martin avanzini,University of Innsbruck,https://scholar.google.com/citations?hl=it&user=AfTKffEAAAAJ,363,martin avanzini - University of Innsbruck - ['Computational Complexity'],708,16,['Computational Complexity']
elena ferrari,University of Insubria,https://scholar.google.com/citations?hl=it&user=kOc4beIAAAAJ,364,"elena ferrari - University of Insubria - ['security', 'privacy', 'trust', 'Iot', 'data management systems']",13958,57,"['security', 'privacy', 'trust', 'Iot', 'data management systems']"
nasim soltani,Northeastern University,https://scholar.google.com/citations?hl=it&user=XiXOUsMAAAAJ,366,"nasim soltani - Northeastern University - ['Wireless Communications', 'Deep Learning', 'Edge Computing']",650,10,"['Wireless Communications', 'Deep Learning', 'Edge Computing']"
marco gavanelli,Ferrara University,https://scholar.google.com/citations?hl=it&user=k-HEsJIAAAAJ,367,"marco gavanelli - Ferrara University - ['Constraint Programming', 'Logic Programming', 'Artificial Intelligence', 'Abductive Reasoning']",2161,25,"['Constraint Programming', 'Logic Programming', 'Artificial Intelligence', 'Abductive Reasoning']"
leila ahmadpour,University of Bologna,https://scholar.google.com/citations?hl=it&user=tPoHFo8AAAAJ,368,"leila ahmadpour - University of Bologna - ['Management', 'Temporary teams', 'Team learning']",2,1,"['Management', 'Temporary teams', 'Team learning']"
franco raimondi,"Professor of Computer Science, Gran Sasso Science Institute",https://scholar.google.com/citations?hl=it&user=Vt5JjM8AAAAJ,369,"franco raimondi - Professor of Computer Science, Gran Sasso Science Institute - ['Model Checking', 'Multi-Agent Systems', 'Artificial Intelligence']",3206,27,"['Model Checking', 'Multi-Agent Systems', 'Artificial Intelligence']"
ferdinando agresta,"Chief, Department of General Surgery, ULSS2 Trevigiana, Vittorio Veneto (TV), Italy",https://scholar.google.com/citations?hl=it&user=oFyahJIAAAAJ,370,"ferdinando agresta - Chief, Department of General Surgery, ULSS2 Trevigiana, Vittorio Veneto (TV), Italy - ['general surgery', 'emergency surgery', 'laparoscopic surgery', 'abdominal wall surgery', 'hernia surgery']",10317,48,"['general surgery', 'emergency surgery', 'laparoscopic surgery', 'abdominal wall surgery', 'hernia surgery']"
mauro podda,Department of Surgery. Cagliari University Hospital.,https://scholar.google.com/citations?hl=it&user=HAfmoAcAAAAJ,371,mauro podda - Department of Surgery. Cagliari University Hospital. - ['Acute Care Surgery'],6792,37,['Acute Care Surgery']
giovanni siragusa,Università di Torino,https://scholar.google.com/citations?hl=it&user=8w75GnUAAAAJ,373,"giovanni siragusa - Università di Torino - ['Summarization', 'Neural Networks', 'Open Information Extraction', 'NLP']",128,7,"['Summarization', 'Neural Networks', 'Open Information Extraction', 'NLP']"
juan carlos puyana,O'Brien Chair Global Surgery RCSI - Professor Pitt,https://scholar.google.com/citations?hl=it&user=vNGWIvwAAAAJ,374,juan carlos puyana - O'Brien Chair Global Surgery RCSI - Professor Pitt - ['Global Health - Global Surgery - Global Trauma'],8620,49,['Global Health - Global Surgery - Global Trauma']
filiberto fele,University of Seville,https://scholar.google.com/citations?hl=it&user=b3II-5kAAAAJ,375,"filiberto fele - University of Seville - ['Multi-agent systems', 'Data-driven optimization', 'Automatic control', 'Game theory', 'Smart grid']",567,10,"['Multi-agent systems', 'Data-driven optimization', 'Automatic control', 'Game theory', 'Smart grid']"
stefano mariani,Liverpool John Moores University,https://scholar.google.com/citations?hl=it&user=3J6OZ9sAAAAJ,376,"stefano mariani - Liverpool John Moores University - ['marine biology', 'population and conservation genetics', 'biodiversity', 'ecology & evolution']",7451,46,"['marine biology', 'population and conservation genetics', 'biodiversity', 'ecology & evolution']"
rudi studer,Karlsruhe Institute of Technology,https://scholar.google.com/citations?hl=it&user=Tzu2z8UAAAAJ,377,"rudi studer - Karlsruhe Institute of Technology - ['Semantic Web', 'Knowledge Management', 'Intelligent Systems', 'Semantic Web Services', 'Linked Data']",28708,71,"['Semantic Web', 'Knowledge Management', 'Intelligent Systems', 'Semantic Web Services', 'Linked Data']"
heiko paulheim,University of Mannheim,https://scholar.google.com/citations?hl=it&user=SkSl3NkAAAAJ,378,"heiko paulheim - University of Mannheim - ['Knowledge Graphs', 'Semantic Web', 'Data Mining', 'Machine Learning', 'dws@uma']",10186,50,"['Knowledge Graphs', 'Semantic Web', 'Data Mining', 'Machine Learning', 'dws@uma']"
neil roberts,University of Plymouth,https://scholar.google.com/citations?hl=it&user=dW8QB3sAAAAJ,379,neil roberts - University of Plymouth - ['Quaternary science'],11609,59,['Quaternary science']
daniela loreti,University of Bologna,https://scholar.google.com/citations?hl=it&user=F12idjsAAAAJ,380,daniela loreti - University of Bologna - [],298,9,[]
alice piccinini,Affiliazione sconosciuta,https://scholar.google.com/citations?hl=it&user=Gz0w0BkAAAAJ,381,alice piccinini - Affiliazione sconosciuta - [],1320,17,[]
andrea loreggia,University of Brescia,https://scholar.google.com/citations?hl=it&user=UM3WuDQAAAAJ,382,"andrea loreggia - University of Brescia - ['Artificial Intelligence', 'Preference Aggregation', 'Metric Learning', 'Ethics', 'Deep Learning']",774,14,"['Artificial Intelligence', 'Preference Aggregation', 'Metric Learning', 'Ethics', 'Deep Learning']"
paolo ciancarini,Università di Bologna,https://scholar.google.com/citations?hl=it&user=71mmi78AAAAJ,383,"paolo ciancarini - Università di Bologna - ['software engineering', 'artificial intelligence', 'entertainment computing']",7440,39,"['software engineering', 'artificial intelligence', 'entertainment computing']"
naercio magaia,University of Sussex,https://scholar.google.com/citations?hl=it&user=wO45ppkAAAAJ,384,"naercio magaia - University of Sussex - ['Wireless Networks', 'Network Protocols', 'Internet of Things', 'Network Security']",680,15,"['Wireless Networks', 'Network Protocols', 'Internet of Things', 'Network Security']"
davide taibi,University of Oulu,https://scholar.google.com/citations?hl=it&user=ToWAPrcAAAAJ,385,"davide taibi - University of Oulu - ['Cloud Architecture', 'Microservices', 'Serverless', 'Technical Debt', 'Empirical Software Engineering']",4610,38,"['Cloud Architecture', 'Microservices', 'Serverless', 'Technical Debt', 'Empirical Software Engineering']"
paolo terenziani,Affiliazione sconosciuta,https://scholar.google.com/citations?hl=it&user=myGFr6IAAAAJ,386,paolo terenziani - Affiliazione sconosciuta - [],3008,27,[]
giulio guerrieri,University of Bath,https://scholar.google.com/citations?hl=it&user=zuHIklgAAAAJ,387,"giulio guerrieri - University of Bath - ['proof-theory', 'lambda-calculus', '(differential) linear logic']",573,14,"['proof-theory', 'lambda-calculus', '(differential) linear logic']"
ferruccio guidi,University of Bologna,https://scholar.google.com/citations?hl=it&user=96G_ayIAAAAJ,388,"ferruccio guidi - University of Bologna - ['Mathematical Logic', 'Lambda Calculus']",447,10,"['Mathematical Logic', 'Lambda Calculus']"
robert stevens,university of manchester,https://scholar.google.com/citations?hl=it&user=P7ACZMQAAAAJ,389,"robert stevens - university of manchester - ['Bioinformatics', 'bio-ontologies', 'accessibility', 'visual disability']",24198,72,"['Bioinformatics', 'bio-ontologies', 'accessibility', 'visual disability']"
anup das,"Research Scholar, Dept. of Sociology, Dibrugarh University-786004",https://scholar.google.com/citations?hl=it&user=gOJfo5EAAAAJ,390,"anup das - Research Scholar, Dept. of Sociology, Dibrugarh University-786004 - []",13828,56,[]
federico triolo,Karolinska Institutet,https://scholar.google.com/citations?hl=it&user=t6UldpIAAAAJ,391,"federico triolo - Karolinska Institutet - ['Geriatric Psychiatry', 'Aging', 'Mental health', 'Epidemiology']",587,12,"['Geriatric Psychiatry', 'Aging', 'Mental health', 'Epidemiology']"
morin dehan,Affiliazione sconosciuta,https://scholar.google.com/citations?hl=it&user=cW-UQgQAAAAJ,392,morin dehan - Affiliazione sconosciuta - ['Electronic'],2447,25,['Electronic']
